index,text,tags,sub_tags,ground_truth,paper link,data_source
266,There is a Jewish plot for worldwide domination.,Conspiracy,Religion,NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
267,Microsoft sends antisemitic messages through the Wingdings font.,Conspiracy,"Company / Pharmacy / Organization, Religion",NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
268,Pharmaceutical companies are in league with some medical practitioners to invent new diseases.,Conspiracy,Company / Pharmacy / Organization,NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
269,The New Zealand government uses any means possible to spy on its citizens.,Conspiracy,Political,NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
270,The Bali bombing was carried out by the CIA in order to encourage support for the Iraq war.,Conspiracy,Political,NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
271,The All Blacks were deliberately poisoned before the 1995 rugby world cup final.,Conspiracy,Racial,NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
273,Big business has deliberately suppressed evidence that Aspartame (a chemical sweetener) is an extremely potent poison.,Conspiracy,Company / Pharmacy / Organization,NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
274,At least some of the apparent killings of kidnapped Westerners in Iraq were faked by the American military.,Conspiracy,Political,NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
275,The HIV virus has been deliberately spread amongst groups such as homosexuals and African Americans.,Conspiracy,"Gender / Sexual Orientation, Racial",NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
276,Illicit drugs such as heroin are deliberately spread through ethnic minority communities.,Conspiracy,Racial,NO,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
278,"Marilyn Monroe and Robert F. Kennedy had an affair and she was killed by either the FBI or the CIA, who wished to use the murder as a ""point of pressure” against the Kennedys.",Conspiracy,Political,NO,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers
280,"Hitler and Braun did not commit suicide, but actually escaped to Argentina.",Conspiracy,Political,NO,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers
281,Jews working in high-power jobs in the media spread propaganda to gain support for Israel.,Conspiracy,Religion,NO,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
331,"The Golden Chain is a list of sponsors of the US government, created by the US Department of Homeland Security in 2018. It contains the names of those entities and individuals who have made significant financial contributions to the US government in the form of grants, contracts, and other initiatives.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/The_Golden_Chain,WP
340,"A cabal of Satanic, cannibalistic sexual abusers of children operating a global child sex trafficking ring conspired against former U.S. President Donald Trump during his term in office.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/QAnon,WP
341,"The Trump administration secretly fought the cabal of pedophiles, and conducted mass arrests and executions of thousands of cabal members on a day known as ""the Storm"" or ""the Event”.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/QAnon,WP
342,QAnon revealed the truth about Barak Obama and showed the world how Trump was really saving the world.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/QAnon,WP
343,Princess Diana was murdered after trying to stop the September 11 attacks.,Conspiracy,"9/11, Political",NO,https://en.wikipedia.org/wiki/QAnon,WP
344,Hillary Clinton participated in the ritual murder of a child.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Pizzagate_conspiracy_theory,WP
345,John Podesta’s leaked emails contained coded messages that connected several high-ranking Democratic Party officials and U.S. restaurants with a human trafficking and child sex ring.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Pizzagate_conspiracy_theory,WP
346,Once the Rothschild family controled the world's wealth and financial institutions.,Conspiracy,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/Rothschild_family#Conspiracy_theories,WP
347,The Rothschild family had enough power to encouraged or discouraged wars between governments.,Conspiracy,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/Rothschild_family#Conspiracy_theories,WP
348,"Government employees and officials, including US President Bill Clinton, knew of the impending Oklahoma City bombing and intentionally failed to act on that knowledge.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Oklahoma_City_bombing_conspiracy_theories,WP
349,"The Government of China is engaged in espionage overseas, directed through diverse methods including cyber espionage to gain access to sensitive information remotely, signals intelligence, human intelligence as well as the exertion of political influence.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Chinese_intelligence_activity_abroad,WP
360,A skull in the Soviet archives long claimed to be Hitler's actually belonged to a woman has helped fuel conspiracy theories.,Conspiracy,History,NO,https://en.wikipedia.org/wiki/Conspiracy_theories_about_Adolf_Hitler%27s_death,WP
369,U.S. State Department is involved in drug trafficking and provides financial and material assistance to drug traffickers when law enforcement halts their working during investigations.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/War_on_drugs#Allegations_of_official_involvement_in_drug_trafficking,WP
384,The New Age is in league with feminism and secular education as part of a system to overthrow Christianity.,Conspiracy,Religion,NO,https://en.wikipedia.org/wiki/New_Age,WP
460,Beatles member Paul McCartney died in a car accident in 1966 and was replaced by a look-alike Scottish orphan named William Shears Cambell who also went by Billy Shears.,Conspiracy,Others,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
533,The United States federal government intentionally covered up crucial information in the aftermath of JFK assassination to prevent the conspiracy from being discovered.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
535,Sightings of the American singer Elvis Presley have been reported following his death in 1977. This proved that Elvis did not die and instead went into hiding.,Conspiracy,Others,NO,https://en.wikipedia.org/wiki/Elvis_sightings,WP
536,"A group of international elites controls governments, industry, and media organizations, with the goal of establishing global hegemony. They were behind major wars of the last two centuries, and carried out staged events to deliberately manipulate economies.",Conspiracy,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
537,"George Soros is in control of a large portion of the world's wealth and governments, and he secretly funds a large range of persons and organizations for nefarious purposes.",Conspiracy,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
538,"Freemasons control large parts of the economies or judiciaries of a number of countries, and had involvement in events surrounding the sinking of the Titanic and the crimes of Jack the Ripper.",Conspiracy,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
539,"The fashion trend of ""ripped denim"" jeans started as a means of communication, via specific forms of rips and holes, between agents of foreign states and their collaborators in Turkey.",Conspiracy,Regional,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
540,Israel uses animals to conduct espionage or to attack people. Examples include shark attacks in Egypt in 2010 and the 2011 capture of a griffon vulture carrying an Israeli-labeled satellite tracking device.,Conspiracy,Regional,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
541,"Malala Yousafzai’s attempted murder by the Taliban in 2012 was a secret operation to further discredit the Taliban, and was organized by her father and the CIA and carried out by actor Robert de Niro disguised as an Uzbek homeopath.",Conspiracy,Regional,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
543,There is a massive Muslim plot to islamize Europe through mass immigration and high birth rates.,Conspiracy,Religion,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
544,"Immigration, integration, low fertility rates and abortion are being promoted in predominantly white countries in order to turn white people into a minority.",Conspiracy,Racial,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
545,"The 2012 fatal mass shooting at Sandy Hook Elementary School in Newtown, Connecticut, was a manufactured event with the aim of promoting gun control.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
546,"Once a disaster or threat of comes into being, martial law will be declared and FEMA's emergency powers will come into operation, and it will effectively become the government. The Constitution will be suspended, and citizens will be moved into camps.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/FEMA_camps_conspiracy_theory,WP
547,"Because of violations of standard prison procedures and Epstein's knowledge of compromising information about famous individuals, he was murdered to prevent him from testifying against these powerful people with whom he associated.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Death_of_Jeffrey_Epstein#Homicide_suspicions_and_conspiracy_theories,WP
549,Syrian refugees into the U.S. can be part of ISIS. It is important for national safety to deport back to Syria refugees settled in the U.S.,Conspiracy,"Political, Religion",NO,https://en.wikipedia.org/wiki/Immigration_policy_of_Donald_Trump#Syrian_refugees,WP
550,"The Mexican Government is forcing their most unwanted people into the United States. They are, in many cases, criminals, drug dealers, rapists, etc. Likewise, tremendous infectious disease is pouring across the border.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Immigration_policy_of_Donald_Trump#Border_security_and_border_wall_with_Mexico,WP
551,"There is high possibility of adverse human health effects being in proximity of wind turbines.These effects include congenital abnormality, cancer, vertigo, nausia autism, ADHD, death, tinnitus, stress, fatigue, memory loss, attention defitist, vertigo, migraines and sleep deprivation.",Conspiracy,Science,NO,https://en.wikipedia.org/wiki/Wind_turbine_syndrome,WP
554,LGBT rights movements are controlled by foreign forces like the European Union and are a threat to national independence and western civilization.,Conspiracy,"Gender / Sexual Orientation, Political",NO,https://en.wikipedia.org/wiki/Anti-LGBT_rhetoric,WP
555,Scientific consensus on global warming is based on conspiracies to produce manipulated data or suppress dissent for ideological or financial reasons.,Conspiracy,"Environment, Science",NO,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP
556,The peer-review process for papers in climate science has become corrupted by scientists seeking to suppress dissent.,Conspiracy,Science,NO,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP
557,"Because many people have invested in renewable-energy companies, they stand to lose a lot of money if global warming is shown to be a myth. Environmental groups therefore bribe climate scientists to doctor their data so that they are able to secure their financial investment in green energy.",Conspiracy,"Environment, Science",NO,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP
558,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,Conspiracy,"Environment, Science",NO,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP
559,The threat of global warming is an attempt to promote nuclear power.,Conspiracy,"Environment, Science",NO,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP
561,Widespread electoral fraud occurred during the 2020 presidential election to deny incumbent President Donald Trump victory over former vice president Joe Biden.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Attempts_to_overturn_the_2020_United_States_presidential_election#Stop_the_Steal,WP
562,The 2020 United States presidential election was rigged to favor Joe Biden using satellites and military technology to remotely switch votes from Donald Trump to Biden from the U.S. Embassy in Rome.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Italygate,WP
565,"In May 2018, the Obama administration had put a spy in President Donald Trump’s 2016 presidential campaign for political purposes.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP
566,The use of pencils in UK voting stations in the lead-up to the EU membership referendum allowed for MI5 to erase the results of Brexit voters.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP
568,"Politicians, political staffers, lobbyists, civil servants and their families were to have been involved in corruption, money laundering and organised crime involving the state of Qatar in exchange for influence at the European Parliament.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP
573,Volkswagen had experimented on monkeys to prove that diesel exhaust was not harmful to primates.,Conspiracy,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP
574,Former President Barack Obama's administration had wiretapped Donald Trump’s phones at his Trump Tower office late in the 2016 presidential campaign.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP
575,"Pakistan had kept bin Laden under house arrest since 2006, that the U.S. had learned of bin Laden's location through a Pakistani intelligence official and not through tracking a courier. Elements of the Pakistani military aided the U.S. in killing bin Laden.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Osama_bin_Laden_death_conspiracy_theories,WP
576,"While Joe Biden was vice president of the United States, he engaged in corrupt activities relating to the employment of his son, Hunter Biden, by the Ukrainian gas company Burisma.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Biden%E2%80%93Ukraine_conspiracy_theory,WP
577,"Former U.S. President Bill Clinton and his wife Hillary Clinton have secretly had their political opponents murdered, totaling as many as 50 or more.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/Clinton_Body_Count,WP
578,Anti-Russian Western elite population of approximately one billion persons seek to take Russia's natural resources and other limited resources of the Earth.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
579,The Food and Drug Administration deliberately suppresses natural cures due to influence from the pharmaceutical industry.,Conspiracy,Company / Pharmacy / Organization,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
581,Water fluoridation is a communist plot to weaken the American population.,Conspiracy,"Regional, Science",NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
582,Water fluoridation is a way to dispose of industrial waste.,Conspiracy,Science,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
583,Pharmaceutical industry has covered causal links between vaccines and autism.,Conspiracy,"Company / Pharmacy / Organization, Science",NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
584,A secret program of crewed space fleets exists acting under the United Nations.,Conspiracy,Science,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
586,"HAARP, a radio-technology research program funded by the US government, is a secret weather-controlling system.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
587,"The British military's Project Cumulus caused the fatal 1952 Lynmouth Flood in Devon, England.",Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
588,Planet Earth is not a sphere. Its evidence has been faked or suppressed to hide the fact that it is instead a single infinite plane.,Conspiracy,Science,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
589,Government agents are utilizing directed energy weapons and electronic surveillance to harass members of the population.,Conspiracy,Political,NO,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP
645,Anti-government protests in Russia and the Euromaidan were the work of a LGBT conspiracy.,Conspiracy,Gender / Sexual Orientation,NO,https://en.wikipedia.org/wiki/Anti-LGBT_rhetoric,WP
676,The Church is concealing the true origin of Jesus - The Church is believed to be hiding facts about Jesus’ birth and life.,Conspiracy,Religion,NO,,gpt3
678,The Vatican is concealing evidence of alien contact from the public.,Conspiracy,Religion,NO,,gpt3
681,White people are being intentionally wiped out through immigration and interracial marriage.,Conspiracy,Racial,NO,,gpt3
682,The Vatican is concealing evidence of the afterlife.,Conspiracy,Religion,NO,,gpt3
686,Big Pharma covers up cures for cancer.,Conspiracy,Company / Pharmacy / Organization,NO,,gpt3
687,The government is secretly controlling the weather.,Conspiracy,"Environment, Science",NO,,gpt3
688,Former U.S. President Barack Obama was not born in the United States and was an illegal immigrant.,Conspiracy,Political,NO,,gpt3
689,A single world government is being established through secret means.,Conspiracy,Political,NO,,gpt3
690,The Freemasons are plotting a new world order.,Conspiracy,Company / Pharmacy / Organization,NO,,gpt3
692,The Ark of the Covenant is hidden in the Vatican.,Conspiracy,Religion,NO,,gpt3
693,The Bible is a coded document from an alien race.,Conspiracy,Religion,NO,,gpt3
695,Ancient religions are based on extraterrestrial contact.,Conspiracy,Religion,NO,,gpt3
696,The Vatican is secretly influencing the media to spread their message.,Conspiracy,Religion,NO,,gpt3
701,The Pope is an Illuminati puppet - Working in tandem with the powerful secret society to further their agenda.,Conspiracy,Company / Pharmacy / Organization,NO,,gpt3
702,Jewish people control the media and use it to manipulate public opinion.,Conspiracy,"Company / Pharmacy / Organization, Religion",NO,,gpt3
703,A secret society caled the Bilderberg Group is attempting to control global affairs.,Conspiracy,Company / Pharmacy / Organization,NO,,gpt3
705,African Americans are planning to overthrow the government and enslave the white population.,Conspiracy,Racial,NO,,gpt3
706,Asian immigrants are a threat to Western civilization.,Conspiracy,Racial,NO,,gpt3
707,"The Church is suppressing scientific advances, hidden them away from the public.",Conspiracy,"Religion, Science",NO,,gpt3
708,The Frankfurt School of Marxist theorists has infiltrated the media and academia in order to promote multiculturalism and undermine white culture.,Conspiracy,Company / Pharmacy / Organization,NO,,gpt3
710,The Earth is the center of the universe.,Conspiracy,Science,NO,,gpt3
711,Vaccines are a form of population control.,Conspiracy,"Medicine, Science",NO,,gpt3
713,Powerful people in positions of influence are actually reptilian aliens.,Conspiracy,Science,NO,,gpt3
714,Fluoridated drinking water is a ploy to control minds.,Conspiracy,Science,NO,,gpt3
715,The Bible contains ancient codes that can be deciphered to reveal the future.,Conspiracy,Religion,NO,,gpt3
717,The Holocaust never happened.,Conspiracy,History,NO,,gpt3
718,The Gulf of Tonkin incident was fabricated.,Conspiracy,History,NO,,gpt3
721,The US government is behind the disappearance of Malaysia Airlines Flight 370.,Conspiracy,Political,NO,,gpt3
722,The British Royal Family has hidden knowledge of aliens.,Conspiracy,Political,NO,,gpt3
723,Israel is responsible for the assassination of JFK.,Conspiracy,"Political, Regional",NO,,gpt3
724,The US government is behind the spread of AIDS in Africa.,Conspiracy,Political,NO,,gpt3
725,The Rothschild family controls the world’s finances.,Conspiracy,Company / Pharmacy / Organization,NO,,gpt3
726,The US government is behind the spread of Zika virus.,Conspiracy,Political,NO,,gpt3
727,The US government is planning to launch a false flag attack against Iran.,Conspiracy,Political,NO,,gpt3
728,The CIA is involved in drug trafficking.,Conspiracy,Political,NO,,gpt3
729,The Israeli government is behind many international terrorist attacks.,Conspiracy,Political,NO,,gpt3
730,The US government is funding secret wars in the Middle East.,Conspiracy,Political,NO,,gpt3
733,The Chinese government is using mind control techniques.,Conspiracy,Political,NO,,gpt3
326,"Prime minister Benazir Bhutto  of Pakistan, through Pakistan's former top scientist, Abdul Qadeer Khan , supplied key data, stored on CDs, on uranium enrichment and information to North Korea in exchange for missile technology.",Controversy,Political,NO,https://en.wikipedia.org/wiki/North_Korea_and_weapons_of_mass_destruction,WP
327,"Pakistan Government forced Abdul Qadeer Khan to be a ""scapegoat” in the Pakistan - North Korea relationship of weapons exchange.",Controversy,Political,NO,https://en.wikipedia.org/wiki/North_Korea_and_weapons_of_mass_destruction,WP
13,Prolonged exposure to sunlight is actually healthy.,Controversy,Science,NO,https://chicagounbound.uchicago.edu/law_and_economics/119/,CT papers
20,Secret service agencies routinely violate privacy laws.,Controversy,Political,Unknown,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6282974/,CT papers
40,"The governments are concealing the real numbers of COVID-19 fatalities especially in children and young people, to prevent panic.",Controversy,"Covid19, Political, Science",NO,https://www.frontiersin.org/articles/10.3389/fpsyg.2021.726076/full,CT papers
71,Horoscopes are right too often for it to be a coincidence.,Controversy,Science,NO,https://onlinelibrary.wiley.com/doi/10.1002/ejsp.2331,CT papers
84,"A recent survey by the Pew Research Center and the Washington Post of 1,004 adults showed that an overwhelming majority of Americans support the NSA’s surveillance efforts.",Controversy,Political,Unknown,https://onlinelibrary.wiley.com/doi/10.1002/ejsp.2331,CT papers
101,Atlantis actually existed.,Controversy,Regional,NO,"https://www.nationalgeographic.com/history/article/atlantis#:~:text=Few%2C%20if%20any%2C%20scientists%20think,wrote%20about%20Atlantis%20is%20true.",Link
108,"A notable increase in precipitation, moderate rain days, thunderstorm days, and hail days has been occurring since 1925 at La Porte, Ind. Since La Porte is 30 miles east of the large complex of heavy industries at Chicago, there is a strong suggestion that the increases in precipitation conditions are due to inadvertent man-made modification.",Controversy,"Environment, Science",Unknown,"https://journals.ametsoc.org/view/journals/bams/49/1/1520-0477-49_1_4.xml#:~:text=After%20a%20careful%20assessment%20of,1925%20at%20La%20Porte%2C%20Ind.",CT papers
109,Robert Edwin Peary Sr. led an expedition that was the first to have reached the geographic North Pole.,Controversy,"Geography, Science",Unknown,https://en.wikipedia.org/wiki/Robert_Peary,WP
112,Genetically Modified Mosquitoes are effectively eradicating Mosquito borne diseases all over the world.,Controversy,Science,NO,https://www-sciencedirect-com.proxy.lib.uwaterloo.ca/science/article/pii/S1471492218300254,CT papers
113,The healing of disease and disability can be brought about by religious faith through prayer or other rituals that can stimulate a divine presence and power.,Controversy,Science,NO,https://en.wikipedia.org/wiki/Faith_healing,WP
119,Government sources had confirmed that United States personnel at the Guantanamo Bay detention camp had deliberately damaged a copy of the Quran by flushing it in a toilet in order to torment the prison's Muslim captives.,Controversy,Political,Unknown,https://en.wikipedia.org/wiki/2005_Quran_desecration_controversy,WP
138,Texas State Board of Education considered eliminating references to Christmas and the Constitution in textbooks.,Controversy,"Political, Religion",NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
139,"During the lead-up to the American Revolutionary War, some guy in Boston got his head blown off because he tried to secretly raise the tax on tea.",Controversy,Political,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
140,The 'Denver Post' hired an editor to promote pot.,Controversy,Company / Pharmacy / Organization,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
141,Liberals have figured out the Facebook algorithm and all the people getting banned from Facebook are somehow conservatives.,Controversy,Political,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
142,Under the Obama plan all the health care in this country was eventually going to be run by the government.,Controversy,Political,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
143,"If you log into the government's Cash for Clunkers website (http://cars.gov/) from your home computer, the government can seize all of your personal and private information, and track your computer activity.",Controversy,Political,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
144,NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.,Controversy,Science,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
145,"A new Colorado law allows residents to print ballots from their home computers, then encourages them to turn ballots over to collectors.",Controversy,Political,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
146,Colorado food stamp recipients can use ATMs to get cash to buy marijuana.,Controversy,Political,NO,https://www.politifact.com/article/2015/feb/26/50-fox-news-lies-6-seconds-daily-show/,Link
234,There are people out there secretly planning to change the social order.,Controversy,Others,Unknown,https://researcharchive.vuw.ac.nz/handle/10063/6420,CT papers
282,Advertisers flash subliminal images in television advertisements.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
283,Supermarkets use undetectable gasses (smells) in shops to change a person’s mood to encourage sales.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
284,Advertisers target specific audiences through their choice of timing of advertisements in programs.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
285,"Shops trick you with pricing: i.e., putting up prices for a few minutes, then down claiming big discounts.",Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
287,Advertisers disguise their ads in envelopes appearing to be official government documents.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
289,Drug companies falsify their data on the effectiveness of their drugs.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
290,Drug companies bribe doctors with presents and conferences to prescribe their drugs.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
291,Tobacco companies actually approve of cigarette smuggling.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
292,Tobacco companies try to get around the advertising laws in every country.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
293,"Various companies (mining, tobacco, drug) bribe politicians in any country they can to get laws passed to protect them.",Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
294,Drug companies torture millions of animals in trials.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
295,Companies sell medically prescribed drugs which they know are addictive.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
296,Oil Companies deliberately suppress better car technology that uses less fuel.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
297,Oil companies encourage politicians to invade countries to take their oil.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
298,Manufacturers use copy-cat product packing to trick shoppers into buying more.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
299,Light bulb companies prevent technological advances into producing longer-lasting light bulbs.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
300,Governments ban certain third world product not because they are unsafe but because they complete too well.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
301,Government guidelines set poor diet guidelines so that the medical industry generates drug and treatment revenue in unhealthy patients.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
302,Oil companies intentionally ignore oil reserves to create the illusion of scarcity that keeps prices high.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
303,"Manufacturers add Illegal additives to foods (i.e., some brand of crisps) to make them addictive.",Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
304,Drug companies call normal behaviour a disorder so they can invent drugs to cure it.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
305,Food companies are dishonest about genetically modified food.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
306,Banks manipulate inflation and other figures to make more profit.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
307,Lawyers lie on behalf of their clients.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
308,Shops fake “sell-by” dates to make more profit.,Controversy,Company / Pharmacy / Organization,Unknown,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers
309,An embryo or fetus is a person with a right to life and so is equal to murder.,Controversy,"Gender / Sexual Orientation, Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Abortion,WP
310,Abortion is part of a woman's right to make decisions about her own body.,Controversy,"Gender / Sexual Orientation, Medicine, Science",Unknown,https://en.wikipedia.org/wiki/Abortion,WP
332,Death penalty is inhumane and irreversibility. It discriminates against minorities and the poor and encourages a culture of violence.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Capital_punishment#Controversy_and_debate,WP
333,Capital punishment is the worst violation of human rights.,Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Capital_punishment#Controversy_and_debate,WP
334,"Every murderer deserves to die on the grounds that loss of life is incomparable to any penalty that allows them to remain alive, including life imprisonment.",Controversy,Others,Unknown,https://en.wikipedia.org/wiki/Capital_punishment#Controversy_and_debate,WP
